Odor;Exp_ID;Concentration;Or33b_47a;Or45a;Or83a;Or35a;Or42a;Or59a;Or1a;Or45b;Or63a;Or24a;Or67b;Or85c;Or13a;Or30a;Or82a;Or22c;Or42b;Or33a;Or49a;Or74a;Or94a_94b
methyl phenyl sulfide;501;1e-07;-0.4921;0;0;-0.08231;0;-0.1546;0.04718;-0.2553;0;3.8993;0;0;0;-0.1182;0;-0.0439;0;0;0;0;0
methyl phenyl sulfide;501;1e-06;-0.4088;0;0;0.1228;0;0.01841;0.01898;1.1228;0;3.9782;0;0;0;0.4678;0;1.0103;0;0;0;0;0
methyl phenyl sulfide;501;1e-05;-0.3799;0;0;0.1458;0;0.04034;0.6667;2.574;0;3.9782;0;0;0;3.4474;0;1.1857;0;0;0;0;0
methyl phenyl sulfide;501;0.0001;0.1182;0;0;0.3138;0;1.2226;4.2386;2.6258;0;3.9782;0;0;0;3.8629;0;1.1935;0;0;0;0;0
methyl phenyl sulfide;601;1e-08;0.01342;0;0;0;0;0.02406;0;0.08854;0;1.2164;0;0;0;0.1258;0;0.2037;0;0;0;0;0.04505
methyl phenyl sulfide;601;1e-07;-0.1272;0;0;0;0;0.1274;0;-0.09135;0;3.7662;-0.06875;0;0;-0.009608;0;0.1713;0;0;0;0;-0.185
methyl phenyl sulfide;601;1e-06;0.1689;0;0;0;0;0.1709;0;1.1716;0;4.3026;0.272;0;0;0.4186;0;1.3744;0;0;0;0;0.01828
methyl phenyl sulfide;601;1e-05;0.1083;0;0;0;0;0.469;0;2.2026;0;4.3026;1.2977;0;0;1.3321;0;2.0412;0;0;0;0;-0.216
methyl phenyl sulfide;601;0.0001;1.2352;0;0;0;0;1.1118;0;2.8;0;4.3026;5.6088;0;0;5.3027;0;2.2458;0;0;0;0;0.4537
methyl phenyl sulfide;201;1e-08;0.0251;0;0;0;0;0;0;0.0269;0;0.6129;0.3285;0;0;0.015;0;0.0444;0;0;0;0;0.7343
methyl phenyl sulfide;201;1e-07;0.2719;0;0;0;0;0;0;1.0227;0;2.028;0.9117;0;0;0.2798;0;1.0466;0;0;0;0;3.7561
methyl phenyl sulfide;201;1e-06;6.1175;0;0;0;0;0;0;4.1124;0;2.5736;1.5407;0;0;1.6231;0;3.6018;0;0;0;0;3.1889
methyl phenyl sulfide;201;1e-05;1.6024;0;0;0;0;0;0;5.023;0;2.5736;0.704;0;0;6.5685;0;4.087;0;0;0;0;1.0376
methyl phenyl sulfide;201;0.0001;3.7325;0;0;0;0;0;0;4.7941;0;2.5736;1.5191;0;0;6.2621;0;3.6186;0;0;0;0;1.8295
anisole;101;1e-08;0;0;0;0;0;0.02604;0.0936;0.1119;0;0;0.03102;0;0;0.05811;0;0.01013;0;0;0;0;0.04138
anisole;101;1e-07;0;0;0;0;0;-0.01543;0.08652;-0.0301;0;0.1571;0.02392;0;0;0.0326;0;0.07123;0;0;0;0;-0.2483
anisole;101;1e-06;0;0;0;0;0;0.02837;0.08188;0.3308;0;0.4348;0.02183;0;0;0.02357;0;0.2305;0;0;0;0;-0.298
anisole;101;1e-05;0;0;0;0;0;0.9379;0.2519;5.1494;0;0.4178;0.2561;0;0;2.2916;0;3.6614;0;0;0;0;0.9442
anisole;101;0.0001;0;0;0;0;0;5.2492;2.2007;6.1334;0;0.382;1.3205;0;0;3.6371;0;3.9188;0;0;0;0;1.7078
anisole;201;1e-08;0;0;0;0.2769;0;0.04137;0.08622;0;0;0.2161;0.08374;0;0;0.1283;0;0;0;0;0;0;0
anisole;201;1e-07;0;0;0;0.2092;0;-0.009881;0.1327;-0.004901;0;0.1781;0.03059;0;0;0.1504;0;0;0;0;0;0;0.2018
anisole;201;1e-06;0;0;0;0.1389;0;-0.0472;0.1869;-0.01416;0;0.2487;0.07227;0;0;0.2088;0;0;0;0;0;0;-0.1663
anisole;201;1e-05;0;0;0;0.1322;0;0.1587;0.1212;0.7514;0;0.7394;0.05689;0;0;0.9951;0;0;0;0;0;0;0.3169
anisole;201;0.0001;0;0;0;2.7159;0;3.7399;3.0922;4.5456;0;0.8905;3.884;0;0;4.357;0;0;0;0;0;0;2.6551
anisole;301;1e-08;0;0.05314;0;0;0.111;0;0;0.06129;0;0.05816;0;0;0;0.044;0;0.08124;0;0;0;0;0
anisole;301;1e-07;0;-0.06062;0;0;0.08544;0;0;0.08619;0;0.1395;0;0;0;-0.039;0;0.06567;0;0;0;0;0
anisole;301;1e-06;0;-0.06261;0;0;0.05729;0;0;0.03089;0;0.3778;0;0;0;0.239;0;0.007118;0;0;0;0;0
anisole;301;1e-05;0;-0.04859;0;0;0.04741;0;0;0.2746;0;0.8785;0;0;0;6.9181;0;0.1493;0;0;0;0;0
anisole;301;0.0001;0;0.06509;0;0;0.1599;0;0;0.6501;0;1.2395;0;0;0;7.1823;0;0.6364;0;0;0;0;0
anisole;401;1e-08;0.04652;0;0;0;0;0;0;0;0;0.02385;0;0;0;0.04857;0;0.02665;0;0;0;0;0
anisole;401;1e-07;0.004211;0;0;0;0;0.02964;0;0;0;0.2871;0;0;0;0.1195;0;0.06734;0;0;0;0;0
anisole;401;1e-06;-0.004389;0;0;0;0;0.0862;0;0;0;0.4992;0;0;0;0.01255;0;0.05509;0;0;0;0;0
anisole;401;1e-05;0.04253;0;0;0;0;0.2572;0;0;0;1.0159;0;0;0;1.1802;0;0.4762;0;0;0;0;0
anisole;401;0.0001;1.1093;0;0;0;0;2.6988;0;0;0;0.9834;0;0;0;3.6613;0;5.9526;0;0;0;0;0
anisole;501;1e-08;0.1125;0;0;0;0;0.04293;0;0;0;0.1273;0;0;0;0.1114;0;0;0;0;0;0;0
anisole;501;1e-07;0.3162;0.03526;0;0;0;0.01888;0;0.09845;0;0.06731;0;0;0;0.0464;0;0.01101;0;0;0;0;0
anisole;501;1e-06;0.234;-0.1322;0;0;0;0.05815;0;0.136;0;0.1858;0;0;0;1.8825;0;-0.01834;0;0;0;0;0
anisole;501;1e-05;0.1028;-0.03906;0;0;0;0.2155;0;0.8291;0;0.3658;0;0;0;4.8633;0;0.9571;0;0;0;0;0
anisole;501;0.0001;1.5869;0.9143;0;0;0;5.4719;0;7.9224;0;0.3016;0;0;0;5.4791;0;5.942;0;0;0;0;0
anisole;601;1e-08;0.04105;0;0;0;0;0.01289;0;0.03639;0;0;0;0;0;0.02853;0;0.05404;0;0;0;0;0
anisole;601;1e-07;-0.01206;0;0;0;0;0.0331;0;0.004953;0;0;0;0;0;0.006466;0;-0.03774;0;0;0;0;0.3515
anisole;601;1e-06;0.1159;0;0;0;0;0.0001315;0;0.199;0;0;0;0;0;0.2949;0;-0.01077;0;0;0;0;0.1019
anisole;601;1e-05;0.03478;0;0;0;0;0.2069;0;0.4961;0;0;0;0;0;0.5241;0;0.05592;0;0;0;0;0.9195
anisole;601;0.0001;1.661;0;0;0;0;1.6298;0;3.9859;0;0;0;0;0;3.9125;0;4.7288;0;0;0;0;4.9488
anisole;701;1e-08;0;0;0;0;0;0.0239;0;0.06304;0;0;0;0;0;0;0;0.007759;0;0;0;0;0
anisole;701;1e-07;0;0.222;0;0;0;0.0584;0;0.07648;0;0.004774;0;0;0;0;0;-0.08019;0;0;0;0;0
anisole;701;1e-06;0;-0.06213;0;0;0;-0.01288;0;0.1432;0;0.05833;0;0;0;0;0;-0.03364;0;0;0;0;0
anisole;701;1e-05;0;0.1465;0;0;0;0.3036;0;2.638;0;0.08537;0;0;0;0;0;0.5859;0;0;0;0;0
anisole;701;0.0001;0;1.6516;0;0;0;3.4982;0;5.9921;0;0.03948;0;0;0;0;0;2.684;0;0;0;0;0
2-acetylpyridine;101;1e-08;0;0;0;0;0;0;0;0;0;1.555;0;0;0;0;0;0.06338;0;0;0;0;0
2-acetylpyridine;101;1e-07;-0.3189;0;0;0.03436;0;-0.01261;0;0.04545;0;3.1451;0;0;0;0;0;0.0688;0;0;0;0;0
2-acetylpyridine;101;1e-06;-0.2591;0;0;0.009573;0;-0.04591;0;0.1068;0;3.0873;0;0;0;0;0;0.1937;0;0;0;0;0
2-acetylpyridine;101;1e-05;-0.3776;0;0;0.0807;0;2.107;0;1.44;0;3.074;0;0;0;0;0;1.9475;0;0;0;0;0
2-acetylpyridine;101;0.0001;0.7476;0;0;0.9786;0;8.4319;0;5.6389;0;2.919;0;0;0;0;0;5.328;0;0;0;0;0
2-acetylpyridine;201;1e-08;0;0;0;0.07243;0;0.01506;0;0.08619;0;0;0;0;0;0;0;0;0;0;0;0;0
2-acetylpyridine;201;1e-07;0;0;0;0.02301;0;-0.002995;0;0.1401;0;0.1595;0;0;0;0;0;-0.008922;0;0;0;0;0
2-acetylpyridine;201;1e-06;0;0;0;0.06772;0;0.02006;0;0.119;0;0.1922;0;0;0;0;0;0.008443;0;0;0;0;0
2-acetylpyridine;201;1e-05;0;0;0;0.3649;0;0.2642;0;0.2596;0;0.1205;0;0;0;0;0;0.2147;0;0;0;0;0
2-acetylpyridine;201;0.0001;0;0;0;2.1251;0;6.5441;0;4.3841;0;0.007181;0;0;0;0;0;5.9061;0;0;0;0;0
2-acetylpyridine;301;1e-08;0;0;0;0;0;0.03416;0;0.009078;0;0;0;0;0;0;0;0.2155;0;0;0;0;0
2-acetylpyridine;301;1e-07;0.003791;0;0;0.05214;0;0.1516;0;-0.05894;0;0.3598;0;0;0;0;0;0.1392;0;0;0;0;0
2-acetylpyridine;301;1e-06;0.006704;0;0;0.1254;0;0.2154;0;0.00496;0;0.4967;0;0;0;0;0;0.03171;0;0;0;0;0
2-acetylpyridine;301;1e-05;0.06722;0;0;0.1717;0;0.3083;0;0.3606;0;0.4592;0;0;0;0;0;0.56;0;0;0;0;0
2-acetylpyridine;301;0.0001;0.751;0;0;1.506;0;4.5657;0;6.0329;0;0.3808;0;0;0;0;0;5.0074;0;0;0;0;0
2-acetylpyridine;401;1e-08;0.2572;0;0;0;0;0.03211;0;0.000796;0;0.2638;0;0;0;0;0;0;0;0;0;0;0
2-acetylpyridine;401;1e-07;0.03677;0;0;0;0;0.1856;0;0.1182;0;1.9559;0;0;0;0;0;0;0;0;0;0;0
2-acetylpyridine;401;1e-06;-0.17;0;0;0;0;0.08608;0;0.2112;0;2.2316;0;0;0;0;0;0;0;0;0;0;0
2-acetylpyridine;401;1e-05;-0.1034;0;0;0;0;0.3032;0;1.3295;0;2.0582;0;0;0;0;0;0;0;0;0;0;0
2-acetylpyridine;401;0.0001;0.961;0;0;0;0;4.1857;0;6.6506;0;2.0122;0;0;0;0;0;0;0;0;0;0;0
2-acetylpyridine;501;1e-08;0.03415;0;0;0.01133;0;0.01363;0;0.06363;0;0.007051;0;0;0;0;0;0.04306;0;0;0;0;0
2-acetylpyridine;501;1e-07;-0.1218;0;0;-0.1424;0;0.02868;0;0.02175;0;0.2648;0;0;0;0;0;0.01002;0;0;0;0;0
2-acetylpyridine;501;1e-06;-0.04253;0;0;-0.1935;0;0.03524;0;0.02372;0;0.341;0;0;0;0;0;-0.04598;0;0;0;0;0
2-acetylpyridine;501;1e-05;-0.1165;0;0;-0.1313;0;-0.1118;0;0.01998;0;0.3276;0;0;0;0;0;0.181;0;0;0;0;0
2-acetylpyridine;501;0.0001;0.372;0;0;1.3841;0;1.4358;0;3.8257;0;0.193;0;0;0;0;0;4.12;0;0;0;0;0
2-acetylpyridine;601;1e-08;0.1024;0;0;0.1528;0;0.2396;0;0.1309;0;0.1437;0;0;0;0;0;0;0;0;0;0;0
2-acetylpyridine;601;1e-07;-0.1149;0;0;0.2402;0;0.1373;0;0.1459;0;1.3234;0;0;0;0;0;0.202;0;0;0;0;0
2-acetylpyridine;601;1e-06;-0.1143;0;0;0.2325;0;0.1163;0;0.19;0;1.9685;0;0;0;0;0;0.1837;0;0;0;0;0
2-acetylpyridine;601;1e-05;0.002295;0;0;0.4852;0;0.8636;0;1.5223;0;2.0196;0;0;0;0;0;0.9357;0;0;0;0;0
2-acetylpyridine;601;0.0001;0.9268;0;0;2.157;0;4.3093;0;4.1517;0;2.2938;0;0;0;0;0;3.6271;0;0;0;0;0
2-acetylpyridine;701;1e-08;0.3887;0;0;0.1223;0;0.02753;0;0.1056;0;0;0;0;0;0;0;0.05746;0;0;0;0;0
2-acetylpyridine;701;1e-07;0.05648;0;0;0.02013;0;0.1436;0;0.05193;0;1.1029;0;0;0;0;0;0.1618;0;0;0;0;0
2-acetylpyridine;701;1e-06;0.3605;0;0;0.04837;0;0.119;0;0.05112;0;0.9942;0;0;0;0;0;0.1053;0;0;0;0;0
2-acetylpyridine;701;1e-05;-0.008616;0;0;0.05438;0;0.3812;0;0.7065;0;0.9917;0;0;0;0;0;0.336;0;0;0;0;0
2-acetylpyridine;701;0.0001;1.3557;0;0;1.4064;0;4.7484;0;6.1408;0;0.9546;0;0;0;0;0;3.6635;0;0;0;0;0
2,5-dimethylpyrazine;101;1e-08;0.906;0;0;0;0;0.03371;0;0;0;0.3948;0;0;0;0;0;0;0;0;0;0;0
2,5-dimethylpyrazine;101;1e-07;1.5531;0;0;0;0;0.04799;0;0;0;0.09208;-0.05406;0;0;0;0;0;0;0;0;0;0
2,5-dimethylpyrazine;101;1e-06;1.3868;0;0;0;0;-0.001074;0;0;0;0.002553;-0.1024;0;0;0;0;0;0;0;0;0;0
2,5-dimethylpyrazine;101;1e-05;1.6288;0;0;0;0;0.3496;0;0;0;0.001086;-0.2388;0;0;0;0;0;0;0;0;0;0
2,5-dimethylpyrazine;101;0.0001;1.6788;0;0;0;0;3.2234;0;0;0;0.5452;1.0308;0;0;0;0;0;0;0;0;0;0
2,5-dimethylpyrazine;201;1e-08;2.2487;0;0;0;0;0.1355;0;0;0;0.6578;0;0;0;0.07248;0;0.1041;0.1641;0;0;0;0.04901
2,5-dimethylpyrazine;201;1e-07;3.9735;0;0;0;0;-0.002388;0;0;0;0.08944;0;0;0;0.01373;0;0.1313;0.2441;0;0;0;-0.0188
2,5-dimethylpyrazine;201;1e-06;3.9576;0;0;0;0;-0.02755;0;0;0;0.03839;0;0;0;-0.0121;0;0.1829;0.3143;0;0;0;-0.03546
2,5-dimethylpyrazine;201;1e-05;3.9842;0;0;0;0;0.2954;0;0;0;-0.03389;0;0;0;0.03818;0;0.02689;0.2461;0;0;0;0.01226
2,5-dimethylpyrazine;201;0.0001;3.4301;0;0;0;0;3.4879;0;0;0;0.2733;0;0;0;0.2952;0;1.8497;0.2848;0;0;0;1.7541
2,5-dimethylpyrazine;301;1e-08;0.0765;0;0;0;0;0.069;0;0;0;1.41;0.078;0;0;0.006;0;0.016;0;0;0;0;0.422
2,5-dimethylpyrazine;301;1e-07;0.052;0;0;0;0;0.212;0;0;0;0.395;0.081;0;0;0.128;0;0.011;0;0;0;0;0.534
2,5-dimethylpyrazine;301;1e-06;0.0205;0;0;0;0;0.176;0;0;0;0.38;0.051;0;0;-0.004;0;-0.004;0;0;0;0;0.35
2,5-dimethylpyrazine;301;1e-05;0.267;0;0;0;0;0.543;0;0;0;0.209;0.159;0;0;0.496;0;0.019;0;0;0;0;0.561
2,5-dimethylpyrazine;301;0.0001;0.7315;0;0;0;0;5.804;0;0;0;1.351;0.081;0;0;5.203;0;0.592;0;0;0;0;2.279
2,5-dimethylpyrazine;401;1e-08;0.1693;0;0;0;0;0;0;0;0;0.1064;0.01518;0;0;0;0;0;0;0;0;0;0.07823
2,5-dimethylpyrazine;401;1e-07;0.294;0;0;0;0;0.03981;0;0.01785;0;-0.0194;-0.09693;0;0;0;0;0;0;0;0;0;0.08858
2,5-dimethylpyrazine;401;1e-06;0.5331;0;0;0;0;0.03392;0;-0.02812;0;0.007799;-0.1638;0;0;0;0;0;0;0;0;0;0.1771
2,5-dimethylpyrazine;401;1e-05;1.0323;0;0;0;0;0.06019;0;-0.02895;0;0.02291;-0.07371;0;0;0;0;0;0;0;0;0;0.1211
2,5-dimethylpyrazine;401;0.0001;1.1196;0;0;0;0;0.04754;0;2.3186;0;0.1605;0.007588;0;0;0;0;0;0;0;0;0;0.2132
2,5-dimethylpyrazine;501;1e-08;0.1746;0;0;0;0;0;0;0;0;0;0.034;0;0;0.017;0;0.065;0.309;0;0;0;0.034
2,5-dimethylpyrazine;501;1e-07;-0.064;0;0;0;0;0.144;0;0;0;-0.047;-0.093;0;0;-0.027;0;0.048;0.377;0;0;0;0.052
2,5-dimethylpyrazine;501;1e-06;0.1361;0;0;0;0;0.005;0;0;0;-0.103;-0.061;0;0;0.024;0;-0.024;0.164;0;0;0;0.07
2,5-dimethylpyrazine;501;1e-05;0.4988;0;0;0;0;0.471;0;0;0;-0.026;-0.048;0;0;0.288;0;0.033;0.323;0;0;0;0.13
2,5-dimethylpyrazine;501;0.0001;0.6387;0;0;0;0;4.24;0;0;0;0.022;0.096;0;0;2.408;0;0.457;1.174;0;0;0;1.729
2,5-dimethylpyrazine;601;1e-08;0.05458;0;0;0;0;0.06729;0;0;0;0.7411;0.7955;0;0;0;0;0;0.07189;0;0;0;0.1102
2,5-dimethylpyrazine;601;1e-07;-0.05375;-0.03673;0;0;0;0.04057;0;-0.1093;0;0.3177;0.1839;0;0;-0.1319;0;0;0.02194;0;0;0;0.08704
2,5-dimethylpyrazine;601;1e-06;0.02822;0.113;0;0;0;0.0387;0;0.02391;0;0.183;0.1888;0;0;-0.05849;0;0;-0.04582;0;0;0;0.3326
2,5-dimethylpyrazine;601;1e-05;0.03425;0.3273;0;0;0;0.3572;0;0.1906;0;0.4298;0.2594;0;0;0.05598;0;0;0.3465;0;0;0;0.08945
2,5-dimethylpyrazine;601;0.0001;1.7016;3.1888;0;0;0;2.7751;0;0.5931;0;1.644;0.938;0;0;0.1681;0;0;2.8629;0;0;0;1.7766
pentyl acetate;101;1e-08;0.1371;0.1558;0;0.1596;0;0;0.02019;0;0;0;0;0;0.1014;0;0.2128;0.05636;0;0;0;0;0
pentyl acetate;101;1e-07;0.1594;-0.1862;0;0.1923;0;0;0.04012;0;0;-0.2376;0;-0.0974;0.05729;0;0.2846;0.0007984;0;0;0;0;0
pentyl acetate;101;1e-06;4.2583;-0.1236;0;2.4291;0;0;0.2451;0;0;-0.1391;0;4.7758;0.2256;0;0.5414;0.2143;0;0;0;0;0
pentyl acetate;101;1e-05;4.1805;3.9356;0;3.4092;0;0;4.0223;0;0;1.0213;0;4.5614;6.8354;0;1.2727;0.576;0;0;0;0;0
pentyl acetate;101;0.0001;5.3238;6.2001;0;3.6626;0;0;5.2616;0;0;2.1503;0;4.6824;9.6623;0;4.6396;3.2466;0;0;0;0;0
pentyl acetate;201;1e-08;0.2029;0.2119;0;0.3324;0;0;0.03608;0;0;0.1272;0;0;0.006418;0;0;0;0;0;0;0;0
pentyl acetate;201;1e-07;-0.3275;-0.2857;0;-0.084;-0.08127;0;0.05164;0;0;0.04712;-0.0811;-0.03416;-0.02932;0;0;0;0;0;0;0;0
pentyl acetate;201;1e-06;2.4928;-0.2108;0;3.9913;-0.3236;0;0.4452;0;0;-0.01532;0.08172;1.9838;0.2891;0;0;0;0;0;0;0;0
pentyl acetate;201;1e-05;3.2424;2.4888;0;5.9515;-0.04545;0;6.8426;0;0;0.9132;4.0968;4.7749;5.6052;0;0;0;0;0;0;0;0
pentyl acetate;201;0.0001;3.7025;4.2295;0;6.3214;1.1353;0;8.3302;0;0;3.5845;5.5716;5.1076;5.9665;0;0;0;0;0;0;0;0
pentyl acetate;301;1e-08;0;0.4081;0;0.1162;0;0;0;0;0;0.1574;0;0.0804;0;0;0;0.07863;0;0;0;0;0
pentyl acetate;301;1e-07;-0.09042;-0.3117;0;0.03302;0;0;0;0;0;-0.1241;-0.1232;0.001583;-0.02694;0;0;0.07649;0;0;0;0;0
pentyl acetate;301;1e-06;1.7671;-0.329;0;3.3817;0;0;0;0;0;0.1087;0.356;3.5458;0.4238;0;0;0.1324;0;0;0;0;0
pentyl acetate;301;1e-05;1.7285;1.6026;0;4.4419;0;0;0;0;0;0.6616;2.6943;5.4459;5.4644;0;0;0.2238;0;0;0;0;0
pentyl acetate;301;0.0001;1.4339;1.6364;0;4.0734;0;0;0;0;0;1.1841;4.261;5.1298;5.3822;0;0;0.878;0;0;0;0;0
pentyl acetate;501;1e-08;0.09269;0;0;0.01975;0;0;0;0;0;0;0.08054;0;0.1838;0.1853;0;0.01716;0;0;0;0;0
pentyl acetate;501;1e-07;0.1049;-0.6038;0;0.1544;0;0;-0.08489;0;0;0.1399;0.08488;-0.496;0.07441;-0.00275;0;0.03198;0;0;0;0;0
pentyl acetate;501;1e-06;1.482;-0.5158;0;2.7021;0;0;0.6139;0;0;0.1894;0.31;0.4534;0.4159;1.6979;0;0.3386;0;0;0;0;0
pentyl acetate;501;1e-05;3.9513;0.4097;0;4.7938;0;0;4.4018;0;0;2.0336;0.8658;1.0722;3.2415;1.5023;0;0.3881;0;0;0;0;0
pentyl acetate;501;0.0001;3.2495;0.8208;0;4.2508;0;0;4.8487;0;0;5.7399;1.9907;0.8886;3.6005;1.746;0;3.6182;0;0;0;0;0
pentyl acetate;602;1e-08;0.0005344;0.3219;0;0.05371;0;0;0;0;0;0;0.003959;0;0.01498;0;0;0;0;0;0;0;0
pentyl acetate;602;1e-07;0.02835;-0.2882;0;-0.101;0;0;0;0;0;-0.1183;0.05606;-0.4388;-0.04089;-0.09477;-0.008098;0;-0.07686;0;0;0;0
pentyl acetate;602;1e-06;0.6779;-0.1593;0;1.9688;0;0;0;0;0;-0.007859;0.6805;0.7421;0.1347;0.3372;0.7037;0;-0.1104;0;0;0;0
pentyl acetate;602;1e-05;2.2324;1.2727;0;4.4682;0;0;0;0;0;2.649;6.4558;1.026;3.1187;1.1248;1.4894;0;0.538;0;0;0;0
pentyl acetate;602;0.0001;2.1652;2.5509;0;4.5574;0;0;0;0;0;4.4479;7.2779;0.833;5.5823;2.405;2.5445;0;1.117;0;0;0;0
pentyl acetate;701;1e-08;0.2347;0.1956;0;0.1282;0;0;0.006709;0;0;0.05582;0.02669;0.06624;0;0.0428;0;0;0;0;0;0;0
pentyl acetate;701;1e-07;0.03098;0.06142;0;-0.0746;0;0;-0.07333;0;0;-0.2597;0.3103;-0.106;-0.1077;0.01975;-0.1065;-0.1015;-0.2004;0;0;0;0
pentyl acetate;701;1e-06;0.008661;0.07348;0;1.6571;0;0;-0.07166;0;0;-0.07681;-0.004196;0.3648;0.09525;0.05209;0.08336;0.09419;-0.1225;0;0;0;0
pentyl acetate;701;1e-05;0.7162;-0.104;0;3.3652;0;0;0.4624;0;0;1.3475;0.755;0.572;3.5597;0.3448;0.8786;0.2365;0.4403;0;0;0;0
pentyl acetate;701;0.0001;0.4759;0.5661;0;3.4519;0;0;1.8676;0;0;2.3038;4.4235;0.8284;4.3402;0.5334;1.6335;1.2904;0.4676;0;0;0;0
geranyl acetate;101;1e-08;0;0.1149;0;0;0;0;0.02045;0;0;0.02074;0;0;0;0;0.02305;0;0;0;0;0;0
geranyl acetate;101;1e-07;0;0.08383;0;0;0;0;0.05947;0;0;0.02278;0;0;0;0;0.195;0;0;0;0;0;0
geranyl acetate;101;1e-06;0;0.5122;0;0;0;0;0.07277;0;0;0.08754;0;0;0;0;3.0449;0;0;0;0;0;0
geranyl acetate;101;1e-05;0;6.3458;0;0;0;0;0.5689;0;0;0.5374;0;0;0;0;3.8174;0;0;0;0;0;0
geranyl acetate;101;0.0001;0;5.3655;0;0;0;0;1.7679;0;0;1.9604;0;0;0;0;3.0706;0;0;0;0;0;0
geranyl acetate;201;1e-08;0.1497;0;0;0;0;0;0;0;0;0.02717;0;0;0;0;0;0;0;0;0;0;0
geranyl acetate;201;1e-07;0.1201;0.07879;0;0;0;0;0;0;0;0.3079;0;0;0;0;1.2673;0;0;0;0;0;0
geranyl acetate;201;1e-06;0.8046;0.5486;0;0;0;0;0;0;0;0.2341;0;0;0;0;3.5161;0;0;0;0;0;0
geranyl acetate;201;1e-05;8.6299;5.9828;0;0;0;0;0;0;0;0.3624;0;0;0;0;4.0859;0;0;0;0;0;0
geranyl acetate;201;0.0001;9.095;3.7693;0;0;0;0;0;0;0;3.2478;0;0;0;0;3.2307;0;0;0;0;0;0
geranyl acetate;301;1e-08;0;0.04911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
geranyl acetate;301;1e-07;-0.4891;-0.06045;0;0;0;0;0;0;0;-0.2654;0;0;0;0;0.09463;0;0;0;0;0;0
geranyl acetate;301;1e-06;0.3317;1.0527;0;0;0;0;0;0;0;-0.283;0;0;0;0;2.7364;0;0;0;0;0;0
geranyl acetate;301;1e-05;1.5113;3.1222;0;0;0;0;0;0;0;0.1398;0;0;0;0;2.05;0;0;0;0;0;0
geranyl acetate;301;0.0001;1.0509;2.8361;0;0;0;0;0;0;0;0.1619;0;0;0;0;2.17;0;0;0;0;0;0
geranyl acetate;401;1e-08;0;0.1389;0;0;0;0;0;0;0;0.06618;0;0;0;0;0.2872;0;0;0;0;0;0
geranyl acetate;401;1e-07;0;0.368;0;0;0;0;0;0;0;0.4251;0;0;0;0;2.2199;0;0;0;0;0;0
geranyl acetate;401;1e-06;0;1.7081;0;0;0;0;0;0;0;0.3838;0;0;0;0;2.3699;0;0;0;0;0;0
geranyl acetate;401;1e-05;0;2.4791;0;0;0;0;0;0;0;0.6594;0;0;0;0;2.1674;0;0;0;0;0;0
geranyl acetate;401;0.0001;0;2.082;0;0;0;0;0;0;0;1.0495;0;0;0;0;1.9415;0;0;0;0;0;0
geranyl acetate;601;1e-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06729;0;0;0;0
geranyl acetate;601;1e-07;0;-0.09841;0;0;0;0;0;0;0;0.1676;0;0;0;0;0.3594;0;0.08683;0;0;0;0
geranyl acetate;601;1e-06;0;0.521;0;0;0;0;0;0;0;-0.000667;0;0;0;0;1.3414;0;0.04822;0;0;0;0
geranyl acetate;601;1e-05;0;1.8605;0;0;0;0;0;0;0;0.1435;0;0;0;0;1.2626;0;0.61;0;0;0;0
geranyl acetate;601;0.0001;0;1.9071;0;0;0;0;0;0;0;1.1805;0;0;0;0;1.0708;0;2.7146;0;0;0;0
geranyl acetate;702;1e-08;0;0.03475;0;0;0;0;0;0;0;0.1489;0;0;0;0;0;0;0.1039;0;0;0;0
geranyl acetate;702;1e-07;0;0.1387;0;0;0;0;0;0;0;0.1417;0;0;0;0;0.714;0;0.1581;0;0;0;0
geranyl acetate;702;1e-06;0;0.7335;0;0;0;0;0;0;0;0.1353;0;0;0;0;2.2242;0;-0.0293;0;0;0;0
geranyl acetate;702;1e-05;0;4.5887;0;0;0;0;0;0;0;1.137;0;0;0;0;1.9292;0;1.2821;0;0;0;0
geranyl acetate;702;0.0001;0;4.9913;0;0;0;0;0;0;0;2.2858;0;0;0;0;1.7915;0;1.7473;0;0;0;0
2-methoxyphenyl acetate;101_2;1e-08;0;0;0;0;0;0.06407;0;0.006784;0;0.05798;0;0;0;0;0;0;0;0;0;0;0.5087
2-methoxyphenyl acetate;101_2;1e-07;0;0;0;0;0;0.01495;0;-0.05325;0;0.0253;0;0;0;0;0;0;0;0;0;0;1.0743
2-methoxyphenyl acetate;101_2;1e-06;0;0;0;0;0;0.1139;0;0.01881;0;0.02052;0;0;0;0;0;0;0;0;0;0;1.184
2-methoxyphenyl acetate;101_2;1e-05;0;0;0;0;0;2.8913;0;0.3749;0;0.225;0;0;0;0;0;0;0;0;0;0;1.7286
2-methoxyphenyl acetate;101_2;0.0001;0;0;0;0;0;4.9737;0;1.1872;0;0.8794;0;0;0;0;0;0;0;0;0;0;1.9299
2-methoxyphenyl acetate;102;1e-08;0.02662;0;0;0;0;0.07863;0;0.01586;0;0;0;0;0;0;0;0;0;0;0;0;0
2-methoxyphenyl acetate;102;1e-07;0.1161;0;0;0;0;-0.007805;0;-0.003655;0;0.1842;0;0;0;0;0;0;0;0;0;0;0.07948
