Odor;Exp_ID;Concentration;Or33b_47a;Or45a;Or83a;Or35a;Or42a;Or59a;Or1a;Or45b;Or63a;Or24a;Or67b;Or85c;Or13a;Or30a;Or82a;Or22c;Or42b;Or33a;Or49a;Or74a;Or94a_94b
2-methoxyphenyl acetate;102;1e-06;0.007883;0;0;0;0;0.4304;0;-0.02595;0;0.07436;0;0;0;0;0;0;0;0;0;0;0.6083
2-methoxyphenyl acetate;102;1e-05;0.2205;0;0;0;0;2.3946;0;0.2123;0;0.2438;0;0;0;0;0;0;0;0;0;0;2.2014
2-methoxyphenyl acetate;102;0.0001;0.7929;0;0;0;0;3.6528;0;2.0164;0;1.6637;0;0;0;0;0;0;0;0;0;0;3.7257
2-methoxyphenyl acetate;201_2;1e-08;0;0;0;0;0;0;0;0.0554;0;0;0;0;0;0;0;0;0;0;0;0;0
2-methoxyphenyl acetate;201_2;1e-07;0;0;0;0;0;-0.1666;0;0.1404;0;-0.105;0;0;0;0;0;0;0;0;0;0;-0.0154
2-methoxyphenyl acetate;201_2;1e-06;0;0;0;0;0;-0.1568;0;0.8903;0;0.01819;0;0;0;0;0;0;0;0;0;0;0.2365
2-methoxyphenyl acetate;201_2;1e-05;0;0;0;0;0;1.2708;0;0.4724;0;0.6646;0;0;0;0;0;0;0;0;0;0;2.8223
2-methoxyphenyl acetate;201_2;0.0001;0;0;0;0;0;3.4561;0;1.4794;0;1.9133;0;0;0;0;0;0;0;0;0;0;5.1996
2-methoxyphenyl acetate;201;1e-08;0.04856;0;0;0;0;0.09907;0;0.07237;0;0.1382;0;0;0;0;0;0.05005;0;0;0;0;0.2153
2-methoxyphenyl acetate;201;1e-07;-0.0516;0;0;0;0;0.1706;0;0.3437;0;-0.001391;0;0;0;0;0;0.1599;0;0;0;0;0.4433
2-methoxyphenyl acetate;201;1e-06;-0.07428;0;0;0;0;0.3897;0;0.3957;0;0.1082;0;0;0;0;0;0.1063;0;0;0;0;2.0239
2-methoxyphenyl acetate;201;1e-05;0.9906;0;0;0;0;1.7974;0;0.4631;0;0.008906;0;0;0;0;0;0.6316;0;0;0;0;10.5439
2-methoxyphenyl acetate;201;0.0001;5.177;0;0;0;0;4.4656;0;1.6741;0;2.5461;0;0;0;0;0;4.6984;0;0;0;0;11.3318
2-methoxyphenyl acetate;301_2;1e-08;0;0;0;0;0;0.03922;0;0.1583;0;0.04239;0;0;0;0;0;0;0;0;0;0;0.1088
2-methoxyphenyl acetate;301_2;1e-07;-0.04308;0;0;0;0;0.04163;0;0.1043;0;0.02497;0;0;0;0;0;0;0;0;0;0;-0.01413
2-methoxyphenyl acetate;301_2;1e-06;0.02369;0;0;0;0;0.08635;0;0.1126;0;0.03967;0;0;0;0;0;0;0;0;0;0;-0.01629
2-methoxyphenyl acetate;301_2;1e-05;0.334;0;0;0;0;2.0276;0;0.4174;0;0.1173;0;0;0;0;0;0;0;0;0;0;0.1735
2-methoxyphenyl acetate;301_2;0.0001;3.5269;0;0;0;0;4.2671;0;2.0806;0;1.5717;0;0;0;0;0;0;0;0;0;0;2.8302
2-methoxyphenyl acetate;301;1e-08;0.03314;0;0;0;0;0.06072;0;0.05315;0;0.2152;0;0;0;0;0;0;0;0;0;0;0.04568
2-methoxyphenyl acetate;301;1e-07;-0.01715;0;0;0;0;0.08875;0;0.03216;0;-0.1549;0;-0.06085;0;0;0;0;0;0;0;0;-0.02673
2-methoxyphenyl acetate;301;1e-06;-0.04814;0;0;0;0;0.2117;0;-0.07538;0;-0.1711;0;-0.04984;0;0;0;0;0;0;0;0;-0.03342
2-methoxyphenyl acetate;301;1e-05;0.03855;0;0;0;0;1.7945;0;-0.07877;0;-0.1518;0;-0.151;0;0;0;0;0;0;0;0;0.2149
2-methoxyphenyl acetate;301;0.0001;5.2269;0;0;0;0;6.6143;0;2.5149;0;0.321;0;1.8892;0;0;0;0;0;0;0;0;4.3982
trans,trans-2,4-nonadienal;101;1e-08;0;0.2362;0;0.03179;0;0;0;0;0;0;0;0;0.02998;0;0;0;0;0;0;0.0336;0
trans,trans-2,4-nonadienal;101;1e-07;0;0.2939;0;-0.006447;0;0;0;0;0;0;0;0;0.04791;0;0;0;0;0;0;0.1342;0
trans,trans-2,4-nonadienal;101;1e-06;0;2.745;0;0.2751;0;0;0;0;0;0;0;0;0.01369;0;0;0;0;0;0;2.5898;0
trans,trans-2,4-nonadienal;101;1e-05;0;4.6811;0;4.421;0;0;0;0;0;0;0;0;0.3646;0;0;0;0;0;0;2.5898;0
trans,trans-2,4-nonadienal;101;0.0001;0;4.4656;0;5.6409;0;0;0;0;0;0;0;0;2.9586;0;0;0;0;0;0;2.5898;0
trans,trans-2,4-nonadienal;201;1e-08;0;0.06011;0;0.03538;0;0;0;0;0;0;0;0.0613;0.03907;0;0;0;0;0;0;0;0
trans,trans-2,4-nonadienal;201;1e-07;0;0.1288;0;0.00675;0;0;0;0;0;0;0;0.1438;0.009297;0;0;0;0;0;0;-0.122;0
trans,trans-2,4-nonadienal;201;1e-06;0;0.8144;0;-0.02295;0;0;0;0;0;0;0;-0.02809;-0.03605;0;0;0;0;0;0;2.0983;0
trans,trans-2,4-nonadienal;201;1e-05;0;5.0188;0;0.01378;0;0;0;0;0;0;0;0.1953;0.06141;0;0;0;0;0;0;2.0983;0
trans,trans-2,4-nonadienal;201;0.0001;0;4.6117;0;3.7166;0;0;0;0;0;0;0;0.3932;1.6762;0;0;0;0;0;0;2.0983;0
trans,trans-2,4-nonadienal;301;1e-08;0;0.01729;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1173;0
trans,trans-2,4-nonadienal;301;1e-07;0;-0.01561;0;0.08362;0;0;0;0;0;0;0;-0.05215;0;0;0;0;0;0;0;0.1091;0
trans,trans-2,4-nonadienal;301;1e-06;0;-0.08196;0;0.6692;0;0;0;0;0;0;0;0.2938;0;0;0;0;0;0;0;2.7438;0
trans,trans-2,4-nonadienal;301;1e-05;0;-0.006793;0;2.0718;0;0;0;0;0;0;0;1.8351;0;0;0;0;0;0;0;2.7438;0
trans,trans-2,4-nonadienal;301;0.0001;0;0.04103;0;2.3811;0;0;0;0;0;0;0;2.5208;0;0;0;0;0;0;0;2.7438;0
trans,trans-2,4-nonadienal;401;1e-08;0.4387;0.2463;0;0.07765;0;0;0;0;0;0;0;0;0.03713;0;0;0;0;0;0;0.5901;0
trans,trans-2,4-nonadienal;401;1e-07;0.05761;0.2945;0;-0.01654;0;0;0;0;0;0;0;0;0.1131;0;0;0;0;0;0;0.7061;0
trans,trans-2,4-nonadienal;401;1e-06;0.3003;0.8723;0;0.1742;0;0;0;0;0;0;0;0;0.1802;0;0;0;0;0;0;6.7354;0
trans,trans-2,4-nonadienal;401;1e-05;0.775;0.8634;0;1.5374;0;0;0;0;0;0;0;0;0.5485;0;0;0;0;0;0;6.7354;0
trans,trans-2,4-nonadienal;401;0.0001;0.5272;0.906;0;4.7966;0;0;0;0;0;0;0;0;2.0429;0;0;0;0;0;0;6.7354;0
trans,trans-2,4-nonadienal;501;1e-08;0;0.00185;0;0.02539;0;0;0;0;0;0;0;9.61e-05;0;0;0;0;0;0;0;0.0865;0
trans,trans-2,4-nonadienal;501;1e-07;0;0.07933;0;-0.03269;0;0;0;0;0;0;0;0.1365;0;0;0;0;0;0;0;0.2194;0
trans,trans-2,4-nonadienal;501;1e-06;0;0.1206;0;0.02296;0;0;0;0;0;0;0;-0.06487;0;0;0;0;0;0;0;4.8066;0
trans,trans-2,4-nonadienal;501;1e-05;0;2.0326;0;-0.02312;0;0;0;0;0;0;0;0.06529;0;0;0;0;0;0;0;4.8066;0
trans,trans-2,4-nonadienal;501;0.0001;0;4.4201;0;1.5059;0;0;0;0;0;0;0;0.1351;0;0;0;0;0;0;0;4.8066;0
trans,trans-2,4-nonadienal;601;1e-08;0;0.004178;0;0.03821;0;0;0;0;0;0.01752;0;0;0;0;0;0;0;0;0;0.402;0
trans,trans-2,4-nonadienal;601;1e-07;-0.1346;-0.1208;0;-0.1809;0;0;0;0;0;-0.07038;0;-0.3897;-0.1438;0;0;0;0;0;0;0.2904;0
trans,trans-2,4-nonadienal;601;1e-06;0.5352;0.3637;0;0.1034;0;0;0;0;0;0.03641;0;-0.1718;0.001461;0;0;0;0;0;0;2.5399;0
trans,trans-2,4-nonadienal;601;1e-05;0.7688;0.4186;0;0.48;0;0;0;0;0;0.1831;0;-0.2238;0.2846;0;0;0;0;0;0;2.5399;0
trans,trans-2,4-nonadienal;601;0.0001;0.7422;0.3407;0;2.834;0;0;0;0;0;0.2736;0;-0.1253;3.7522;0;0;0;0;0;0;2.5399;0
4-methyl-5-vinylthiazole;101_2;1e-08;0;0;0.01821;0;0;0.004182;0;0.006539;0;0.01487;0;0;0;0.04579;0;0;0;0;0;0;0.02766
4-methyl-5-vinylthiazole;101_2;1e-07;0;0;0.03106;0;0;2.8553;0;3.6602;0;-0.03433;0;0;0;0.0672;0;0.03244;0;0;0;0;0.02207
4-methyl-5-vinylthiazole;101_2;1e-06;0;0;0.5872;0;0;5.426;0;5.8112;0;0.05731;0;0;0;0.000449;0;-0.01076;0;0;0;0;-0.005643
4-methyl-5-vinylthiazole;101_2;1e-05;0;0;7.2591;0;0;5.0625;0;5.4632;0;1.0617;0;0;0;0.2496;0;0.4029;0;0;0;0;0.08545
4-methyl-5-vinylthiazole;101_2;0.0001;0;0;8.5889;0;0;4.7205;0;4.4238;0;4.2733;0;0;0;2.7666;0;7.4288;0;0;0;0;5.386
4-methyl-5-vinylthiazole;201_2;1e-08;0;0;0.01683;0;0;0.04438;0;0.05957;0;0.06937;0;0;0;0.01216;0;0;0;0;0;0;0
4-methyl-5-vinylthiazole;201_2;1e-07;0;0;-0.008972;0;0;0.5892;0;0.1538;0;-0.02831;0;0;0;0.008245;0;0.02015;0;0;0;0;-0.06582
4-methyl-5-vinylthiazole;201_2;1e-06;0;0;0.151;0;0;5.1554;0;5.6318;0;0.04074;0;0;0;0.1794;0;0.2453;0;0;0;0;0.1475
4-methyl-5-vinylthiazole;201_2;1e-05;0;0;1.7797;0;0;7.0796;0;6.3636;0;0.05643;0;0;0;0.4281;0;0.8066;0;0;0;0;2.015
4-methyl-5-vinylthiazole;201_2;0.0001;0;0;4.3735;0;0;9.5424;0;6.8509;0;1.2195;0;0;0;1.9363;0;2.9609;0;0;0;0;4.2046
4-methyl-5-vinylthiazole;301_2;1e-08;0;0;0;0;0;0.6691;0;0.7523;0;0;0;0;0;0;0;0;0;0;0;0;0
4-methyl-5-vinylthiazole;301_2;1e-07;0;0;-0.03718;0;0;1.5041;0;2.9401;0;-0.009479;0;0;0;-0.09888;0;0;0;0;0;0;-0.08636
4-methyl-5-vinylthiazole;301_2;1e-06;0;0;2.3183;0;0;2.3905;0;4.7472;0;0.2795;0;0;0;0.07519;0;0;0;0;0;0;-0.2838
4-methyl-5-vinylthiazole;301_2;1e-05;0;0;2.0728;0;0;2.4262;0;4.6486;0;0.3379;0;0;0;0.06214;0;0;0;0;0;0;-0.01002
4-methyl-5-vinylthiazole;301_2;0.0001;0;0;6.1953;0;0;2.4207;0;4.2975;0;2.5882;0;0;0;0.8844;0;0;0;0;0;0;0.9652
4-methyl-5-vinylthiazole;101;1e-08;0;0;0.1892;0;0;0.08679;0;0.1939;0;2.7288;0;0;0;0;0;0.1621;0;0;0;0;0.5966
4-methyl-5-vinylthiazole;101;1e-07;0;0;0.07192;0;0;5.6133;0;6.9623;0;0.2407;0;0;0;0;0;-0.2553;0;0;0;0;0.6063
4-methyl-5-vinylthiazole;101;1e-06;0;0;0.419;0;0;7.719;0;9.9157;0;0.5726;0;0;0;0;0;-0.1691;0;0;0;0;1.0445
4-methyl-5-vinylthiazole;101;1e-05;0;0;7.2386;0;0;6.3052;0;7.4938;0;2.3677;0;0;0;0;0;0.2103;0;0;0;0;0.622
4-methyl-5-vinylthiazole;101;0.0001;0;0;9.6133;0;0;4.6904;0;8.9485;0;4.954;0;0;0;0;0;8.6719;0;0;0;0;7.7725
4-methyl-5-vinylthiazole;401_2;1e-08;0;0;0;0;0;0.06552;0;0.3191;0;0.6224;0;0;0;0;0;0;0;0;0;0;0
4-methyl-5-vinylthiazole;401_2;1e-07;0;0;-0.1893;0;0;0.2822;0;0.811;0;-0.2202;0;0;0;-0.08976;0;-0.03994;0;0;0;0;-0.2423
4-methyl-5-vinylthiazole;401_2;1e-06;0;0;-0.01281;0;0;0.9124;0;1.7441;0;0.0674;0;0;0;0.06325;0;0.08251;0;0;0;0;-0.06935
4-methyl-5-vinylthiazole;401_2;1e-05;0;0;1.0007;0;0;1.2564;0;1.6799;0;0.1258;0;0;0;0.1195;0;0.07415;0;0;0;0;0.03704
4-methyl-5-vinylthiazole;401_2;0.0001;0;0;3.9345;0;0;1.0998;0;1.8282;0;1.2646;0;0;0;0.8973;0;1.3957;0;0;0;0;0.538
4-methyl-5-vinylthiazole;501_2;1e-08;0;0;0;0;0;0.02779;0;0.02286;0;0;0;0;0;0;0;0;0;0;0;0;0.05613
4-methyl-5-vinylthiazole;501_2;1e-07;0;0;0;0;0;-0.0281;0;0.6633;0;-0.2359;0;0;0;-0.02434;0;0;0;0;0;0;-0.09772
4-methyl-5-vinylthiazole;501_2;1e-06;0;0;0;0;0;1.5867;0;2.4309;0;-0.224;0;0;0;-0.02314;0;0;0;0;0;0;-0.04726
4-methyl-5-vinylthiazole;501_2;1e-05;0;0;0;0;0;3.5769;0;3.0141;0;-0.05023;0;0;0;0.09577;0;0;0;0;0;0;0.1088
4-methyl-5-vinylthiazole;501_2;0.0001;0;0;0;0;0;3.5952;0;2.8716;0;1.5447;0;0;0;0.7396;0;0;0;0;0;0;2.3192
4,5-dimethylthiazole;101;1e-08;0;0;0.05092;0;0;0.002665;0;0.06942;0;0;0;0;0;0;0;0;0;0;0;0;0
4,5-dimethylthiazole;101;1e-07;0;0;0.07393;0;0;0.1893;0;0.1208;0;0;0;0;0;0;0;0;0;0;0;0;0
4,5-dimethylthiazole;101;1e-06;0;0;0.1224;0;0;2.1449;0;0.2935;0;0;0;0;0;0;0;0;0;0;0;0;0
4,5-dimethylthiazole;101;1e-05;0;0;0.5204;0;0;7.4219;0;1.6037;0;0;0;0;0;0;0;0;0;0;0;0;0
4,5-dimethylthiazole;101;0.0001;0;0;5.5938;0;0;8.1035;0;5.5008;0;0;0;0;0;0;0;0;0;0;0;0;0
4,5-dimethylthiazole;201;1e-08;0;0;0.0524;0;0;0;0;0;0;0;0.1874;0;0;0;0;0;0;0;0;0;0
4,5-dimethylthiazole;201;1e-07;0;0;0.2192;0;0;0.1094;0;0.1237;0;0;0.01785;0;0;0;0;0;0;0;0;0;0
4,5-dimethylthiazole;201;1e-06;0;0;0.4603;0;0;3.6373;0;0.1313;0;0;0.232;0;0;0;0;0;0;0;0;0;0
4,5-dimethylthiazole;201;1e-05;0;0;1.6518;0;0;6.8859;0;1.4392;0;0;0.05388;0;0;0;0;0;0;0;0;0;0
4,5-dimethylthiazole;201;0.0001;0;0;9.4392;0;0;8.2296;0;7.5362;0;0;3.2563;0;0;0;0;0;0;0;0;0;0
4,5-dimethylthiazole;401;1e-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4,5-dimethylthiazole;401;1e-07;0;0;-0.1752;0;0;0.1339;0;0.4224;0;0;1.4201;0;0;0;0;0;0;0;0;0;0
4,5-dimethylthiazole;401;1e-06;0;0;0.08494;0;0;2.5685;0;0.1154;0;0;0.4246;0;0;0;0;0;0;0;0;0;0
4,5-dimethylthiazole;401;1e-05;0;0;0.8836;0;0;8.5701;0;2.2912;0;0;1.5111;0;0;0;0;0;0;0;0;0;0
4,5-dimethylthiazole;401;0.0001;0;0;8.1757;0;0;10.2882;0;15.8604;0;0;4.9776;0;0;0;0;0;0;0;0;0;0
4,5-dimethylthiazole;501;1e-08;0;0;0.01738;0;0;0.1332;0;0.04401;0;0;0;0;0;0;0;0;0;0;0;0;0
4,5-dimethylthiazole;501;1e-07;0;0;-0.07691;0;0;0.5209;0;0.2305;0;0;0;0;0;0;0;0;0;0;0;0;0
4,5-dimethylthiazole;501;1e-06;0;0;-0.07982;0;0;1.3282;0;0.4197;0;0;0;0;0;0;0;0;0;0;0;0;0
4,5-dimethylthiazole;501;1e-05;0;0;0.0707;0;0;4.8483;0;0.7096;0;0;0;0;0;0;0;0;0;0;0;0;0
4,5-dimethylthiazole;501;0.0001;0;0;1.6073;0;0;7.6229;0;5.1226;0;0;0;0;0;0;0;0;0;0;0;0;0
4,5-dimethylthiazole;601;1e-08;0;0;0.03161;0;0;0.009531;0;0.04688;0;0;0.1527;0;0;0;0;0;0;0;0;0;0
4,5-dimethylthiazole;601;1e-07;0;-0.1496;0.03925;0;0;0.002188;0;0.0207;0;0;0.1968;0;0;0;0;0;0;0;0;0;0
4,5-dimethylthiazole;601;1e-06;0;-0.08453;0.04416;0;0;1.0882;0;0.2793;0;0;0.2366;0;0;0;0;0;0;0;0;0;0
4,5-dimethylthiazole;601;1e-05;0;0.2232;0.7605;0;0;5.0702;0;0.49;0;0;0.2521;0;0;0;0;0;0;0;0;0;0
4,5-dimethylthiazole;601;0.0001;0;0.383;5.4964;0;0;5.2973;0;3.5533;0;0;0.3199;0;0;0;0;0;0;0;0;0;0
4,5-dimethylthiazole;701;1e-08;0;0;0;0;0;0;0;0;0;0;0.03721;0;0;0;0;0;0;0;0;0;0
4,5-dimethylthiazole;701;1e-07;0;0;0.06093;0;0;-0.06881;0;0.06754;0;0;0.2387;0;0;0;0;0;0;0;0;0;0
4,5-dimethylthiazole;701;1e-06;0;0;-0.07613;0;0;1.3349;0;-0.0991;0;0;0.1211;0;0;0;0;0;0;0;0;0;0
4,5-dimethylthiazole;701;1e-05;0;0;0.3602;0;0;4.218;0;0.3621;0;0;0.04248;0;0;0;0;0;0;0;0;0;0
4,5-dimethylthiazole;701;0.0001;0;0;2.4521;0;0;6.1004;0;4.9341;0;0;1.6604;0;0;0;0;0;0;0;0;0;0
4-hexen-3-one;101;1e-08;0.03963;0.0907;0;0.1616;0.1067;0;0;0;0;0;0;0.04973;0;0;0;0;0.05568;0;0;0.003439;0
4-hexen-3-one;101;1e-07;-0.09014;-0.03831;0;0.1452;1.0764;0;0;0;0;0;0;-0.09624;0;0;0;0;0.09218;0;0;0.06429;0
4-hexen-3-one;101;1e-06;0.08914;0.1282;0;-0.08271;1.3926;0;0;0;0;0;0;0.03419;0;0;0;0;1.0897;0;0;0.09054;0
4-hexen-3-one;101;1e-05;2.3308;0.5095;0;0.1287;1.4043;0;0;0;0;0;0;3.0676;0;0;0;0;3.6324;0;0;0.1547;0
4-hexen-3-one;101;0.0001;4.8373;2.5478;0;6.2966;1.4467;0;0;0;0;0;0;5.7161;0;0;0;0;5.7235;0;0;2.1364;0
4-hexen-3-one;201;1e-08;0.1106;0.1295;0;0.1238;0.1756;0;0;0;0;0;0;0.06594;0;0;0;0;0.003703;0;0;0;0
4-hexen-3-one;201;1e-07;0.06828;0.2663;0;0.1748;2.0407;0;0;0;0;0;0;-0.02168;0;0;0;0;0.769;0;0;0;0
4-hexen-3-one;201;1e-06;0.2009;0.4833;0;0.6632;3.6586;0;0;0;0;0;0;0.1586;0;0;0;0;2.9151;0;0;0;0
4-hexen-3-one;201;1e-05;2.3928;3.0349;0;0.8911;3.4548;0;0;0;0;0;0;3.7837;0;0;0;0;4.6453;0;0;0;0
4-hexen-3-one;201;0.0001;5.7995;6.2172;0;4.3264;3.5573;0;0;0;0;0;0;5.2582;0;0;0;0;4.3846;0;0;0;0
4-hexen-3-one;301;1e-08;0.06316;0;0;0.05594;0;0;0;0;0;0;0;0.01436;0;0;0;0;0.1182;0;0;0.1196;0
4-hexen-3-one;301;1e-07;0.04613;0;0;0.1093;0.4003;0;0;0;0;0;0;0.01171;0;0;0;0;0.03573;0;0;0.1149;0
4-hexen-3-one;301;1e-06;0.004366;0;0;-0.03968;0.5184;0;0;0;0;0;0;0.07432;0;0;0;0;1.7179;0;0;-0.1198;0
4-hexen-3-one;301;1e-05;1.9689;0;0;0.6583;0.4437;0;0;0;0;0;0;2.5725;0;0;0;0;4.1419;0;0;-0.06114;0
4-hexen-3-one;301;0.0001;3.6172;0;0;4.7661;0.4573;0;0;0;0;0;0;5.2415;0;0;0;0;4.6195;0;0;2.3731;0
4-hexen-3-one;401;1e-08;0.09396;0.04002;0;0.2178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4-hexen-3-one;401;1e-07;-0.02183;-0.0563;0;-0.06261;0.7793;0;0;0;0;-0.07631;0;-0.04883;0;0;0;0;0.02325;0;0;0;0
4-hexen-3-one;401;1e-06;-0.05908;-0.06128;0;0.05259;5.2327;0;0;0;0;-0.1818;0;0.09511;0;0;0;0;0.7594;0;0;0;0
4-hexen-3-one;401;1e-05;1.622;0.5268;0;0.5337;5.1414;0;0;0;0;-0.08856;0;1.1901;0;0;0;0;2.1962;0;0;0;0
4-hexen-3-one;401;0.0001;5.1135;6.4567;0;3.3828;5.0879;0;0;0;0;0.6899;0;7.688;0;0;0;0;5.9826;0;0;0;0
4-hexen-3-one;501;1e-08;0.07013;0;0;0;0.1344;0;0;0;0;0;0;0.1446;0;0;0;0;0.1827;0;0;0;0
4-hexen-3-one;501;1e-07;-0.06402;0.1345;0;-0.09892;0.5758;0;0;0;0;0;0;-0.1101;0;0;0;0;-0.314;0;0;0;0
4-hexen-3-one;501;1e-06;-0.128;0.01839;0;-0.09101;1.2672;0;0;0;0;0;0;-0.09354;0;0;0;0;-0.1868;0;0;0;0
4-hexen-3-one;501;1e-05;0.5229;0.3247;0;0.5108;1.3517;0;0;0;0;0;0;1.974;0;0;0;0;1.4499;0;0;0;0
4-hexen-3-one;501;0.0001;4.8198;2.1197;0;3.0107;1.4327;0;0;0;0;0;0;4.2549;0;0;0;0;2.6626;0;0;0;0
4-hexen-3-one;601;1e-08;0.1257;0;0;0.07148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4-hexen-3-one;601;1e-07;0.1847;-0.02882;0;-0.02453;0.2519;0;0;0;0;0;0;-0.234;0;0;0;0;-0.1838;0;0;0;0
4-hexen-3-one;601;1e-06;0.1424;0.005044;0;0.1457;3.2796;0;0;0;0;0;0;-0.1107;0;0;0;0;0.07252;0;0;0;0
4-hexen-3-one;601;1e-05;1.6525;0.2295;0;0.4498;4.9;0;0;0;0;0;0;0.9131;0;0;0;0;0.9101;0;0;0;0
4-hexen-3-one;601;0.0001;6.8317;5.3412;0;4.0864;5.0119;0;0;0;0;0;0;3.2495;0;0;0;0;2.2328;0;0;0;0
2-nonanone;101;1e-08;0.03808;0.04086;0;0.07729;0;0;0;0;0;0.2137;0;0;0;0;0;0;0;0;0;0;0
2-nonanone;101;1e-07;-0.01374;0.981;0;0.03647;0;0;0;0;0;0.2437;0;0.2817;0;0;0;0;0;0;0;0;0
2-nonanone;101;1e-06;2.5394;1.7574;0;0.2462;0;0;0;0;0;1.2761;0;1.4015;0;0;0;0;0;0;0;0;0
2-nonanone;101;1e-05;7.2888;1.729;0;0.7814;0;0;0;0;0;6.433;0;5.875;0;0;0;0;0;0;0;0;0
2-nonanone;101;0.0001;8.0407;1.6198;0;1.86;0;0;0;0;0;7.1538;0;6.1757;0;0;0;0;0;0;0;0;0
2-nonanone;201;1e-08;0.05827;0;0;0;0;0;0;0;0;0;0.0544;0.07787;0.09256;0;0.07666;0;0.0958;0;0;0;0
2-nonanone;201;1e-07;0.1451;1.3074;0;0.0934;0;0;0;0.1301;0;0;0.02007;0.1528;0.08442;0;-0.0422;0;-0.04538;0;0;0;0
2-nonanone;201;1e-06;-0.151;3.08;0;-0.005871;0;0;0;0.08827;0;0;1.0112;0.9222;0.1415;0;-0.03152;0;-0.07298;0;0;0;0
2-nonanone;201;1e-05;0.01096;3.3445;0;1.9087;0;0;0;0.4858;0;0;2.3839;1.8368;0.7187;0;-0.02496;0;-0.05788;0;0;0;0
2-nonanone;201;0.0001;0.8435;3.0949;0;4.3955;0;0;0;1.2231;0;0;2.7532;2.832;1.0131;0;0.5503;0;1.897;0;0;0;0
2-nonanone;301;1e-08;0.01183;0.04956;0;0.004134;0;0;0;0;0;0.05221;0;0.05;0.05812;0;0;0;0;0;0;0.06549;0
2-nonanone;301;1e-07;0.06565;0.2048;0;0.06073;0;0;0;0;0;0.1182;0;-0.04351;0.02012;0;0;0;0;0;0;0.05895;0
2-nonanone;301;1e-06;0.8591;0.3256;0;0.0738;0;0;0;0;0;0.6596;0;1.1364;0.09538;0;0;0;0;0;0;-0.008483;0
2-nonanone;301;1e-05;4.2577;0.3606;0;0.7302;0;0;0;0;0;3.0614;0;2.8633;1.7109;0;0;0;0;0;0;-0.3178;0
2-nonanone;301;0.0001;6.6615;0.6066;0;3.2408;0;0;0;0;0;4.1746;0;3.3189;4.3924;0;0;0;0;0;0;1.7315;0
2-nonanone;401;1e-08;0.0731;0.2885;0;0.05658;0;0;0;0;0;0.02237;0.05462;0.04153;0;0;0;0;0;0;0;0;0
2-nonanone;401;1e-07;0.1362;0.1866;0;-0.008645;0;0;0;0;0;0.1638;0.09999;0.01526;0;0;0;0;0;0;0;0;0
2-nonanone;401;1e-06;0.2039;1.5177;0;-0.01334;0;0;0;0;0;0.3304;0.02788;0.03805;0;0;0;0;0;0;0;0;0
2-nonanone;401;1e-05;1.069;2.3273;0;0.1598;0;0;0;0;0;1.4524;0.156;1.5115;0;0;0;0;0;0;0;0;0
2-nonanone;401;0.0001;5.6361;2.5128;0;1.134;0;0;0;0;0;5.7198;3.1849;4.3917;0;0;0;0;0;0;0;0;0
2-nonanone;501;1e-08;0.01771;0;0;0.03444;0;0;0;0;0;0.07893;0;0.165;0.08555;0;0;0;0;0;0;0;0
2-nonanone;501;1e-07;0.03356;0;0;0.01148;0;0;0;0;0;0.111;0;-0.0354;0.02203;0;0;0;0;0;0;0;0
2-nonanone;501;1e-06;0.4172;0;0;-0.002234;0;0;0;0;0;0.04192;0;0.8268;0.08793;0;0;0;0;0;0;0;0
2-nonanone;501;1e-05;2.6215;0;0;0.2773;0;0;0;0;0;0.1142;0;2.8169;2.2406;0;0;0;0;0;0;0;0
2-nonanone;501;0.0001;3.6374;0;0;1.9179;0;0;0;0;0;1.0227;0;3.5738;4.1104;0;0;0;0;0;0;0;0
2-nonanone;601;1e-08;0.01677;0.1404;0;0.00435;0;0;0;0;0;0;0.1164;0;0.1301;0;0;0;0;0;0;0.04577;0
2-nonanone;601;1e-07;0.2635;-0.01241;0;-0.09186;0;0;0;0;0;0;0.1989;0;-0.06633;0;0;0;0;0;0;0.2411;0
2-nonanone;601;1e-06;0.4086;-0.03991;0;-0.02143;0;0;0;0;0;0;0.1421;0;-0.006545;0;0;0;0;0;0;0.2263;0
2-nonanone;601;1e-05;3.0524;0.1347;0;0.2092;0;0;0;0;0;0;0.2785;0;5.5049;0;0;0;0;0;0;0.4291;0
2-nonanone;601;0.0001;4.6912;3.6004;0;3.4599;0;0;0;0;0;0;1.4777;0;6.9835;0;0;0;0;0;0;0.5573;0
2-nonanone;801;1e-08;0.2711;0;0;0.1558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2-nonanone;801;1e-07;0.1814;-0.0469;0;0.1226;0;0;0;-0.003787;0;0.1964;-0.208;-0.5157;0;0;0;0;0;0;0;-0.2426;0
2-nonanone;801;1e-06;0.4869;0.1466;0;-0.06503;0;0;0;0.05329;0;0.09426;-0.4647;-0.4007;0;0;0;0;0;0;0;-0.1335;0
2-nonanone;801;1e-05;2.2063;0.1949;0;0.7493;0;0;0;0.1309;0;3.9815;0.6818;0.6479;0;0;0;0;0;0;0;-0.3778;0
